reference	university	journalTitle	authors	url	singlePubMed	prTitle	sampleChange	sampleJournal	samplePR	adviceExaggeration	adviceJournal	advicePR	causationExaggeration	causationJournal	causationPR	variableGeneralization	variablesJournal	variablesPR	cure
13-11-006	Newcastle     	"The human syndrome of dendritic cell, monocyte, B and NK lymphoid deficiency"	"Bigley V,Haniffa M,Doulatov S,Wang XN,Dickinson R,McGovern N,Jardine L,Pagan S,Dimmick I,Chua I,Wallis J,Lordan J,Morgan C,Kumararatne DS,Doffinger R,van der Burg M,van Dongen J,Cant A,Dick JE,Hambleton S,Collin M"	http://www.ncbi.nlm.nih.gov/pubmed/21242295	0	Newcastle researchers develop life-saving treatment	0	1	1	0	0	0	0	6	6	1	syndrome of autosomal dominant and sporadic monocytopenia/HLA-DR+ lineage (CD3/19/56) cells	hereditary immune disorder/depletion of 'dendritic cells' or 'monocytes'	Cure
13-11-007	Newcastle     	Representation of colour concepts in bilingual cognition: the case of Japanese blues in Bilingualism	--no PubMed data found--	--no PubMed data found--	1	Bilinguals get the blues	0	1	1	3	0	3	0	6	6	0	frequency of language/categorical perception of colour	language use/perception of colour blue	No
13-11-008	Newcastle     	Genome-wide association study identifies 12 new susceptibility loci for primary biliary cirrhosis	"Mells GF,Floyd JA,Morley KI,Cordell HJ,Franklin CS,Shin SY,Heneghan MA,Neuberger JM,Donaldson PT,Day DB,Ducker SJ,Muriithi AW,Wheater EF,Hammond CJ,Dawwas MF,Jones DE,Peltonen L,Alexander GJ,Sandford RN,Anderson CA"	http://www.ncbi.nlm.nih.gov/pubmed/21399635	1	Consortium finds chronic liver cirrhosis clues	0	1	1	0	0	0	0	Not mentioned	Not mentioned	0	orimary biliary cirrhosis/identification of plausible candidate genes within associated loci through manual curation	primary biliary liver cirrhosis/identification of regions of the genome connected to primary biliary cirrhosis	Cure
13-11-009	Newcastle     	Maternal body mass index and the risk of fetal and infant death: a cohort study from the North of England	"Tennant PW,Rankin J,Bell R"	http://www.ncbi.nlm.nih.gov/pubmed/21467206	1	Mothers' obesity increases the risk of foetal and infant death	0	1	1	1	1	2	0	6	6	0	BMI/Prevalence rates for fetal outcomes and perinatal mortality	Women who are obese during early pregnancy/risk of foetal and infant death	No
13-11-010	Newcastle     	Reversal of type 2 diabetes: normalisation of beta cell function in association with decreased pancreas and liver triacylglycerol 	"Lim EL,Hollingsworth KG,Aribisala BS,Chen MJ,Mathers JC,Taylor R"	http://www.ncbi.nlm.nih.gov/pubmed/21656330	1	Diet reverses Type 2 Diabetes	0	1	1	1	2	3	1	5	6	0	"dietary intervention/plasma glucose, hepatic glucose production (HGP), hepatic triacylglycerol content (TG), insulin secretion, etc"	extreme low calorie diet/type 2 diabetes	No
13-11-011	Newcastle     	COMPROMISED CDK1 ACTIVITY SENSITIZES BRCA-PROFICIENT CANCERS TO PARP INHIBITION	"Johnson N,Li YC,Walton ZE,Cheng KA,Li D,Rodig SJ,Moreau LA,Unitt C,Bronson RT,Thomas HD,Newell DR,D'Andrea AD,Curtin NJ,Wong KK,Shapiro GI"	http://www.ncbi.nlm.nih.gov/pubmed/21706030	1	Breakthrough could make 'smart drugs' effective for many cancer patients	2	4	1	0	0	0	-6	6	Not mentioned	0	Cdk1 depletion and inhibition/Rad51 focus formation and HR	cyclin-dependent kinase (cdk)1/DNA repair in cancer cells	No
13-11-012	Newcastle     	Mitochondrial aging is accelerated by anti-retroviral therapy through the clonal expansion of mtDNA mutations	"Payne BA,Wilson IJ,Hateley CA,Horvath R,Santibanez-Koref M,Samuels DC,Price DA,Chinnery PF"	http://www.ncbi.nlm.nih.gov/pubmed/21706004	1	"Premature ageing caused by some HIV drugs, study shows"	0	1	1	0	0	0	0	6	6	0	Exposure to NRTIs/Frequency of mtDNA deletion mutations	Anti-retroviral drugs/Premature aging (due to damaged mitochondria)	No
13-11-013	Newcastle     	Association between provision of mental illness beds and rate of involuntary admissions in the NHS in England 1988=2008: ecological study	"Keown P,Weich S,Bhui KS,Scott J"	http://www.ncbi.nlm.nih.gov/pubmed/21729994	1	Fewer mental illness beds linked with increase in involuntary hospital detentions	0	1	1	0	0	0	1	2	3	0	Provision of mental illness beds/Involuntary Admissions	Numbers of beds for mental illness/Involuntary hospital detentions	No
13-11-014	Newcastle     	Modelling the role of the Hsp70/Hsp90 system in the maintenance of protein homeostasis	"Proctor CJ,Lorimer IA"	http://www.ncbi.nlm.nih.gov/pubmed/21779370	1	Newcastle scientists uncover free radical clue to dementia	1	7	7	3	0	3	-2	2	Not mentioned	0	"No, low and high levels of stress/Model of the Hsp70 and Hsp90 chaperone systems"	Stress caused by free radicals/How the 'chaperone' system responded	No
13-11-015	Newcastle     	A randomized placebo-controlled trial of idebenone in Leber's hereditary optic neuropathy	"Klopstock T,Yu-Wai-Man P,Dimitriadis K,Rouleau J,Heck S,Bailie M,Atawan A,Chattopadhyay S,Schubert M,Garip A,Kernt M,Petraki D,Rummey C,Leinonen M,Metz G,Griffiths PG,Meier T,Chinnery PF"	http://www.ncbi.nlm.nih.gov/pubmed/21788663	1	Drug shown to improve sight for patients with inherited blindness	0	1	1	0	0	0	2	4	6	0	treatment with idebenone versus placebo/Change in visual acuity	treatment with idebenone/improvement in vision	No
13-11-016	Newcastle     	Long-term effect of aspirin on cancer risk in carriers of hereditary colorectal cancer:  An analysis from the CAPP2 randomised controlled trial	"Mathers JC,Movahedi M,Macrae F,Mecklin JP,Moeslein G,Olschwang S,Eccles D,Evans G,Maher ER,Bertario L,Bisgaard ML,Dunlop M,Ho JW,Hodgson S,Lindblom A,Lubinski J,Morrison PJ,Murday V,Ramesar R,Side L,Scott RJ,Thomas HJ,Vasen H,Gerdes AM,Barker G,Crawford G,Elliott F,Pylvanainen K,Wijnen J,Fodde R,Lynch H,Bishop DT,Burn J"	http://www.ncbi.nlm.nih.gov/pubmed/23140761	0	Asprin cuts cancer rates in people with hereditary risk by more than half	0	1	1	0	0	0	0	6	6	0	Aspirin/Cancer incidence	Asprin/Cancer rates	No
13-11-017	Newcastle     	Highly Efficient Zinc-Finger Nuclease-Mediated Disruption of an eGFP Transgene in Keratinocyte Stem Cells without Impairment of Stem Cell Properties	"Hoher T,Wallace L,Khan K,Cathomen T,Reichelt J"	http://www.ncbi.nlm.nih.gov/pubmed/21874280	1	Scientists 'switch off' defective genes in cure for skin blistering diseases	2	6	-	0	0	0	-6	6	Not mentioned	0	ZFN plasmid concentrations/absolute fractions of eGFP-negative KSCs	ZFN technique/defective proteins that cause the skin to blister	Cure
13-11-018	Newcastle     	Stimulating healthy tissue regeneration by targeting the 5-HT'B receptor in chronic liver disease	"Ebrahimkhani MR,Oakley F,Murphy LB,Mann J,Moles A,Perugorria MJ,Ellis E,Lakey AF,Burt AD,Douglass A,Wright MC,White SA,Jaffre F,Maroteaux L,Mann DA"	http://www.ncbi.nlm.nih.gov/pubmed/22120177	1	Manipulating serotonin can promote healthy repair in chronic liver disease	2	4	-	0	1	1	0	6	6	0	5-HT2B signaling/liver damage	serotonin targeting/liver scarring	No
13-11-019	Newcastle     	Exploring the factors contributing to sibling correlations in BMI: a study using the Panel Study of Income Dynamics.	"Brown HW,Roberts J"	http://www.ncbi.nlm.nih.gov/pubmed/22173572	1	Social norms for obesity learned in childhood	0	1	1	2	0	2	0	2	2	2	Time constant factors/Correlation in BMI for both cohorts of siblings	Time contant factors/Social norms regarding weight	No
14-11-001	Nottingham    	Perceptions of climate change and willingness to save energy related to flood experience	--no PubMed data found--	--no PubMed data found--	1	Climate Change Hits Home 	0	1	1	0	1	1	4	2	6	0	flooding experience/Concern about climate change	Direct experience of extreme weather events/concern about climate change	No
14-11-002	Nottingham    	Task-related default mode network modulation and inhibitory control in ADHD: effects of motivation and methylphenidate 	"Liddle EB,Hollis C,Batty MJ,Groom MJ,Totman JJ,Liotti M,Scerif G,Liddle PF"	http://www.ncbi.nlm.nih.gov/pubmed/21073458	1	 Faulty 'off-switch' stops children with ADHD from concentrating   	0	1	1	1	0	1	3	3	6	1	right-handed children aged 9 to 15 years with a clinical diagnosis of ADHD and typically developing volunteers/event related deactivation in the DMN	presence of ADHD or no ADHD/concentration	No cure
14-11-003	Nottingham    	Carotenoid and melanin pigment coloration affect perceived human health	--no PubMed data found--	--no PubMed data found--	1	Looking good on greens 	0	1	1	0	3	3	0	6	6	1	differences in intake of carotenoids from diet/skin lightness (L*) and yellowness (b*) to enhance the apparent health of the faces simultaneously to enhance the apparent health of the faces	eating a healthy diet rich in fruit and vegetables/healthy golden glow	No
14-11-004	Nottingham    	Epigenetic reprogramming of breast cancer cells with oocyte extracts	"Allegrucci C,Rushton MD,Dixon JE,Sottile V,Shah M,Kumari R,Watson S,Alberio R,Johnson AD"	http://www.ncbi.nlm.nih.gov/pubmed/21232089	0	Scientists bring cancer cells back under control	1	4	-	0	0	0	1	5	6	0	Cancer cell reprogramming/Expression from tumour suppression genes	Cancer suppressor genes/Control of cancer cells	No
14-11-005	Nottingham    	Effect of pay for performance on the management and outcomes of hypertension in the United Kingdom: interrupted time series study	"Serumaga B,Ross-Degnan D,Avery AJ,Elliott RA,Majumdar SR,Zhang F,Soumerai SB"	http://www.ncbi.nlm.nih.gov/pubmed/21266440	1	Pay for performance targets do not improve patient health	0	1	1	1	1	2	0	1	1	0	"three years before, and up to four years after, the implementation of pay for performance./changes in processes of care (frequency of treatment initiation and monitoring, intensity of prescribing)"	before/after pay for performance targets were introduced/Quality of care	No
14-11-006	Nottingham    	The impact of emergency birth control on teen pregnancy and STIs	"Girma S,Paton D"	http://www.ncbi.nlm.nih.gov/pubmed/21288585	0	"Morning after pill linked to increase in STIs, study shows"	0	1	1	1	0	1	1	2	3	0	pharmacy EBC schemes/STI rates	schemes to offer emergency birth control at pharmacies and without prescription/rates of STIs	No
14-11-007	Nottingham    	Secondhand Smoke and Adverse Fetal Outcomes in Nonsmoking Pregnant Women: A Meta-analysis	"Leonardi-Bee J,Britton J,Venn A"	http://www.ncbi.nlm.nih.gov/pubmed/21382949	1	Passive smoking increases risk to unborn babies	0	1	1	3	0	3	0	6	6	0	seconhand smoke exposure/stillbirth	passive smoking/stillbirth	No
14-11-008	Nottingham    	Compensatory Neural Reorganization in Tourette Syndrome	"Jackson SR,Parkinson A,Jung J,Ryan SE,Morgan PS,Hollis C,Jackson GM"	http://www.ncbi.nlm.nih.gov/pubmed/21439830	1	Could 'training the brain' help children with Tourette syndrome?	0	1	1	1	0	1	0	2	2	0	Tourette Syndrome/differences in the functional anatomy of the TS brain	Tourette syndrome/'reorganisation' of the brain structure	No
13-11-004	Newcastle     	A Randomised Controlled Trial of Ion-Exchange Water Softeners for the Treatment of Eczema in Children	"Thomas KS,Dean T,O'Leary C,Sach TH,Koller K,Frost A,Williams HC"	http://www.ncbi.nlm.nih.gov/pubmed/21358807	0	Water softeners not found to improve childhood eczema	0	1	1	0	0	0	0	1	1	0	"immediate installation of an ion-exchange water softener plus their normal eczema care (Group A) or normal eczema care alone (Group B)/disease severity at 12 weeks compared with baseline, as measured using SASSAD"	degree of water hardness/eczema prevalence	Unrelated
14-11-010	Nottingham    	Co-directional replication-transcription conflicts lead to replication restart	"Merrikh H,Machon C,Grainger WH,Grossman AD,Soultanas P"	http://www.ncbi.nlm.nih.gov/pubmed/21350489	1	Collisions of protein machines cause DNA replication derailment 	2	6	-	0	0	0	1	5	6	0	Transcription-replication/replication fork stalling	"interplay between gene expression, DNA replication/DNA replication derailment/ DNA damage"	No
14-11-011	Nottingham    	Recognition of the Major Cat Allergen Fel d 1 through the Cysteine-rich Domain of the Mannose Receptor Determines Its Allergenicity	"Emara M,Royer PJ,Abbas Z,Sewell HF,Mohamed GG,Singh S,Peel S,Fox J,Shakib F,Martinez-Pomares L,Ghaemmaghami AM"	http://www.ncbi.nlm.nih.gov/pubmed/21335554	1	Nottingham scientists identify trigger in cat allergy	2	8	1	0	0	0	0	6	6	0	MR expression/IgE levels in response to Fel d 1	the mannose receptor (MR)/allergic responses to cat dander	No
14-11-012	Nottingham    	"Common variants at ABCA7, MS4A6A/MS4A4E, EPHA1, CD33 and CD2AP are associated with Alzheimer's disease"	"Hollingworth P,Harold D,Sims R,Gerrish A,Lambert JC,Carrasquillo MM,Abraham R,Hamshere ML,Pahwa JS,Moskvina V,Dowzell K,Jones N,Stretton A,Thomas C,Richards A,Ivanov D,Widdowson C,Chapman J,Lovestone S,Powell J,Proitsi P,Lupton MK,Brayne C,Rubinsztein DC,Gill M,Lawlor B,Lynch A,Brown KS,Passmore PA,Craig D,McGuinness B,Todd S,Holmes C,Mann D,Smith AD,Beaumont H,Warden D,Wilcock G,Love S,Kehoe PG,Hooper NM,Vardy ER,Hardy J,Mead S,Fox NC,Rossor M,Collinge J,Maier W,Jessen F,Ruther E,Schurmann B,Heun R,Kolsch H,van den Bussche H,Heuser I,Kornhuber J,Wiltfang J,Dichgans M,Frolich L,Hampel H,Gallacher J,Hull M,Rujescu D,Giegling I,Goate AM,Kauwe JS,Cruchaga C,Nowotny P,Morris JC,Mayo K,Sleegers K,Bettens K,Engelborghs S,De Deyn PP,Van Broeckhoven C,Livingston G,Bass NJ,Gurling H,McQuillin A,Gwilliam R,Deloukas P,Al-Chalabi A,Shaw CE,Tsolaki M,Singleton AB,Guerreiro R,Muhleisen TW,Nothen MM,Moebus S,Jockel KH,Klopp N,Wichmann HE,Pankratz VS,Sando SB,Aasly JO,Barcikowska M,Wszolek ZK,Dickson DW,Graff-Radford NR,Petersen RC,van Duijn CM,Breteler MM,Ikram MA,DeStefano AL,Fitzpatrick AL,Lopez O,Launer LJ,Seshadri S,Berr C,Campion D,Epelbaum J,Dartigues JF,Tzourio C,Alperovitch A,Lathrop M,Feulner TM,Friedrich P,Riehle C,Krawczak M,Schreiber S,Mayhaus M,Nicolhaus S,Wagenpfeil S,Steinberg S,Stefansson H,Stefansson K,Snaedal J,Bjornsson S,Jonsson PV,Chouraki V,Genier-Boley B,Hiltunen M,Soininen H,Combarros O,Zelenika D,Delepine M,Bullido MJ,Pasquier F,Mateo I,Frank-Garcia A,Porcellini E,Hanon O,Coto E,Alvarez V,Bosco P,Siciliano G,Mancuso M,Panza F,Solfrizzi V,Nacmias B,Sorbi S,Bossu P,Piccardi P,Arosio B,Annoni G,Seripa D,Pilotto A,Scarpini E,Galimberti D,Brice A,Hannequin D,Licastro F,Jones L,Holmans PA,Jonsson T,Riemenschneider M,Morgan K,Younkin SG,Owen MJ,O'Donovan M,Amouyel P,Williams J"	http://www.ncbi.nlm.nih.gov/pubmed/21460840	1	Research leads revolution in the treatment of Alzheimer's Disease 	0	1	1	0	0	0	-2	2	Not mentioned	0	SNP's/Alzheimer's disease/ healthy controls	5 genes/Alzheimer's Disease	No
14-11-013	Nottingham    	"Mathematical Modeling Predicts Synergistic Antitumor Effects of Combining a Macrophage-Based, Hypoxia-Targeted Gene Therapy with Chemotherapy"	"Owen MR,Stamper IJ,Muthana M,Richardson GW,Dobson J,Lewis CE,Byrne HM"	http://www.ncbi.nlm.nih.gov/pubmed/21363914	1	New weapon in fight against cancer	0	7	7	0	0	0	0	Not mentioned	Not mentioned	0	combining the conventional and macrophage therapies/average reduction in tumor size	combining conventional and macrophage-based gene therapies/antitumor effects	No
14-11-014	Nottingham    	Interventions for alcohol-related offending by women: A systematic review 	"McMurran M,Riemsma R,Manning N,Misso K,Kleijnen J"	http://www.ncbi.nlm.nih.gov/pubmed/21601553	1	Research study reveals profile for female drink-drivers 	0	1	1	0	2	2	0	2	2	1	Gender/Recidivism of offenders	Gender/Drink-driving (or alcohol related offences)	No
14-11-015	Nottingham    	Evaluation of an adjustment group for people with multiple sclerosis and low mood: a randomized controlled trial	"Lincoln NB,Yuill F,Holmes J,Drummond AE,Constantinescu CS,Armstrong S,Phillips C"	http://www.ncbi.nlm.nih.gov/pubmed/21613332	1	"Group therapy helps MS sufferers cope with depression, study finds "	1	1	1	0	0	0	0	6	6	0	group therapy programme/mood questionnaires	group therapy/psychological effects	No
14-11-016	Nottingham    	"Identification of the Synthetic Cannabinoid R(+)WIN55,212-2 as a Novel Regulator of IFN Regulatory Factor 3 Activation and IFN-' Expression  RELEVANCE TO THERAPEUTIC EFFECTS IN MODELS OF MULTIPLE SCLEROSIS "	"Downer EJ,Clifford E,Gran B,Nel HJ,Fallon PG,Moynagh PN"	http://www.ncbi.nlm.nih.gov/pubmed/21245146	1	Breakthrough in the search for new treatments for MS 	1	8	-	0	1	1	0	6	6	0	"R( )WIN55,212-2/IRF3 activation and IFN-' expression"	synthetic chemical compound/Multiple sclerosis	No cure
14-11-017	Nottingham    	Fast Automatic Translation and Morphological Decomposition in Chinese-English Bilinguals	"Zhang T,van Heuven WJ,Conklin K"	http://www.ncbi.nlm.nih.gov/pubmed/21881059	1	Chinese-English bilinguals are 'automatic' translators	0	1	1	0	0	0	3	3	6	1	Chinese-English bilinguals and English monolinguals/priming effect	bilingual's native language/processing of a second language	No
14-11-018	Nottingham    	Antidepressant use and risk of adverse outcomes in older people:  population based cohort study	"Coupland C,Dhiman P,Morriss R,Arthur A,Barton G,Hippisley-Cox J"	http://www.ncbi.nlm.nih.gov/pubmed/21810886	0	New antidepressants increase risks for eldarly	0	1	1	2	0	2	4	2	6	0	Antidepressants/Several adverse outcomes	"Antidepressants/Several adverse outcomes including dying, stroke, falls, fractures, epilepsy, seizures and hypoatraemia"	No
14-11-019	Nottingham    	The Control of Mimicry by Eye Contact Is Mediated by Medial Prefrontal Cortex	"Wang Y,Ramsey R,Hamilton AF"	http://www.ncbi.nlm.nih.gov/pubmed/21849560	1	"Seeing eye to eye is key to copying, say scientists "	0	1	1	0	0	0	-6	6	Not mentioned	0	gaze direction/cortical activation	eye contact/mechanisms in the brain	No
14-11-020	Nottingham    	Development and validation of risk prediction algorithm (QThrombosis) to estimate future risk of venous thromboembolism: prospective cohort study	"Hippisley-Cox J,Coupland C"	http://www.ncbi.nlm.nih.gov/pubmed/21846713	1	New risk score spots patients at high risk of serious blood clots 	0	1	1	0	2	2	5	Not mentioned	5	0	Risk prediction algorithm/Absolute risk of veneous thromboembolism	Risk variables / tool/Risk of venous thromboembolism	No
14-11-021	Nottingham    	Lack of evidence for a protective effect of prolonged breastfeeding on childhood eczema: lessons from the International Study of Asthma and Allergies in Childhood (ISAAC) Phase Two	"Flohr C,Nagel G,Weinmayr G,Kleiner A,Strachan DP,Williams HC"	http://www.ncbi.nlm.nih.gov/pubmed/21883137	1	Prolonged breastfeeding does not protect against eczema 	0	1	1	-1	1	0	0	1	1	0	Breastfeeding/Eczema	Breastfeeding/Eczema	No
14-11-022	Nottingham    	Investigating the electrophysiological basis of resting state networks using magnetoencephalography	"Brookes MJ,Woolrich M,Luckhoo H,Price D,Hale JR,Stephenson MC,Barnes GR,Smith SM,Morris PG"	http://www.ncbi.nlm.nih.gov/pubmed/21930901	1	Scientists can now 'see' how different parts of our brain communicate 	2	1	1	0	0	0	5	1	6	0	MEG and fMRI/Resting state networks	Magnetoencephalography (MEG) or fMRI/Brain signals	No
14-11-023	Nottingham    	Genome-wide association and large-scale follow up identifies 16 new loci influencing lung function	"Soler Artigas M,Loth DW,Wain LV,Gharib SA,Obeidat M,Tang W,Zhai G,Zhao JH,Smith AV,Huffman JE,Albrecht E,Jackson CM,Evans DM,Cadby G,Fornage M,Manichaikul A,Lopez LM,Johnson T,Aldrich MC,Aspelund T,Barroso I,Campbell H,Cassano PA,Couper DJ,Eiriksdottir G,Franceschini N,Garcia M,Gieger C,Gislason GK,Grkovic I,Hammond CJ,Hancock DB,Harris TB,Ramasamy A,Heckbert SR,Heliovaara M,Homuth G,Hysi PG,James AL,Jankovic S,Joubert BR,Karrasch S,Klopp N,Koch B,Kritchevsky SB,Launer LJ,Liu Y,Loehr LR,Lohman K,Loos RJ,Lumley T,Al Balushi KA,Ang WQ,Barr RG,Beilby J,Blakey JD,Boban M,Boraska V,Brisman J,Britton JR,Brusselle GG,Cooper C,Curjuric I,Dahgam S,Deary IJ,Ebrahim S,Eijgelsheim M,Francks C,Gaysina D,Granell R,Gu X,Hankinson JL,Hardy R,Harris SE,Henderson J,Henry A,Hingorani AD,Hofman A,Holt PG,Hui J,Hunter ML,Imboden M,Jameson KA,Kerr SM,Kolcic I,Kronenberg F,Liu JZ,Marchini J,McKeever T,Morris AD,Olin AC,Porteous DJ,Postma DS,Rich SS,Ring SM,Rivadeneira F,Rochat T,Sayer AA,Sayers I,Sly PD,Smith GD,Sood A,Starr JM,Uitterlinden AG,Vonk JM,Wannamethee SG,Whincup PH,Wijmenga C,Williams OD,Wong A,Mangino M,Marciante KD,McArdle WL,Meibohm B,Morrison AC,North KE,Omenaas E,Palmer LJ,Pietilainen KH,Pin I,Pola Sbreve Ek O,Pouta A,Psaty BM,Hartikainen AL,Rantanen T,Ripatti S,Rotter JI,Rudan I,Rudnicka AR,Schulz H,Shin SY,Spector TD,Surakka I,Vitart V,Volzke H,Wareham NJ,Warrington NM,Wichmann HE,Wild SH,Wilk JB,Wjst M,Wright AF,Zgaga L,Zemunik T,Pennell CE,Nyberg F,Kuh D,Holloway JW,Boezen HM,Lawlor DA,Morris RW,Probst-Hensch N,Kaprio J,Wilson JF,Hayward C,Kahonen M,Heinrich J,Musk AW,Jarvis DL,Glaser S,Jarvelin MR,Ch Stricker BH,Elliott P,O'Connor GT,Strachan DP,London SJ,Hall IP,Gudnason V,Tobin MD"	http://www.ncbi.nlm.nih.gov/pubmed/21946350	1	New discoveries in the genetics of lung health	0	1	2	1	0	1	0	2	2	0	New loci/Lung function	Genetic variants/Lung health	No cure
14-11-024	Nottingham    	Identifying patients with suspected lung cancer in primary care: derivation and validation of an algorithm; Identifying patients with suspected gastro-oesophageal cancer in primary care: derivation and validation of an algorithm	"Hippisley-Cox J,Coupland C"	http://www.ncbi.nlm.nih.gov/pubmed/22054335	1	Computer-based tool to improve diagnosis and prognosis for cancer patients 	0	1	1	0	1	1	3	3	6	0	the risk-prediction equations/estimation of the absolute risk of having lung/gastro-oesophageal cancer	A computer-based tool/diagnosis and treatment of patients suffering from two of the most common forms of cancer	No
14-11-025	Nottingham    	Childhood obesity and risk of the adult metabolic syndrome: a systematic review	"Lloyd LJ,Langley-Evans SC,McMullen S"	http://www.ncbi.nlm.nih.gov/pubmed/22041985	0	Childhood obesity - what are the health risks? 	0	1	1	0	0	0	0	1	1	0	Childhood BMI/Metabolic diseases	Childhood weight/Metabolic diseases	No
14-11-026	Nottingham    	Measuring the population burden of injuries ' Implications for global and national estimates:  A multi-centre prospective UK longitudinal study	"Lyons RA,Kendrick D,Towner EM,Christie N,Macey S,Coupland C,Gabbe BJ"	http://www.ncbi.nlm.nih.gov/pubmed/22162954	1	Impact of injuries in the UK more than two and a half times higher than estimated	0	1	1	1	0	1	0	2	2	0	Previous estimates of injuries/Absolute burden of injury	Previous estimates [of injuries]/Impact of injuries	No
14-11-027	Nottingham    	Outcomes of the Bowel Cancer Screening Programme (BCSP) in England after the first 1 million tests	"Logan RF,Patnick J,Nickerson C,Coleman L,Rutter MD,von Wagner C"	http://www.ncbi.nlm.nih.gov/pubmed/22156981	1	Bowel cancer screening proven to save lives	0	1	1	1	1	2	0	6	6	0	The Bowel Cancer Screening System/cancer stage	bowel cancer screening programme/bowel cancer deaths	No
14-11-028	Nottingham    	Polymeric human Fc-fusion proteins with modified effector functions	"Mekhaiel DN,Czajkowsky DM,Andersen JT,Shi J,El-Faham M,Doenhoff M,McIntosh RS,Sandlie I,He J,Hu J,Shao Z,Pleass RJ"	http://www.ncbi.nlm.nih.gov/pubmed/22355641	0	Better and more affordable treatments for sufferers of autoimmune diseases 	2	6	1	0	0	0	-4	4	Not mentioned	0	IgG Fc-fusion platform/Immune complexes	Synthetic replacement for the effective part of the antibody (the Fc)/Autoimmune disease	Cure
14-11-029	Nottingham    	Identifying patients with suspected pancreatic cancer in primary care: derivation and validation of an algorithm; Identifying patients with suspected colorectal cancer in primary care: derivation and validation of an algorithm	"Hippisley-Cox J,Coupland C"	http://www.ncbi.nlm.nih.gov/pubmed/22520674	1	Simple test to help diagnose bowel and pancreatic cancer could save thousands of lives	0	1	1	-1	1	0	1	5	6	0	"The risk-prediction algorithm/absolute risk of having existing, but as yet undiagnosed, colorectal cancer"	two new QCancer algorithms/diagnosis of bowel cancer	No
14-11-030	Nottingham    	Network Meta-analysis to Evaluate the Effectiveness of Interventions to Increase the Uptake of Smoke Alarms	"Cooper NJ,Kendrick D,Achana F,Dhiman P,He Z,Wynn P,Le Cozannet E,Saramago P,Sutton AJ"	http://www.ncbi.nlm.nih.gov/pubmed/22128085	1	Researchers reveal formula for success in increasing smoke alarm use 	0	1	1	-2	2	0	0	3	3	0	"interventions comprising of various combinations of education, home safety inspection, provision of free or low-cost smoke alarms, and fitting of alarms./possession of a functioning smoke alarm"	"combined approach of offering education, free or low-cost equipment and a home safety inspection/use of fire alarms"	No
15-11-001	Oxford        	"Obesity under affluence varies by welfare regimes: The effect of fast food, insecurity, and inequality"	"Offer A,Pechey R,Ulijaszek S"	http://www.ncbi.nlm.nih.gov/pubmed/20801725	1	Study suggests economic insecurity can make you obese	1	1	1	0	0	0	-2	6	4	0	economic security/obesity	economic insecurity/obesity	No
15-11-002	Oxford        	The evolution of parental care in stochastic environments	"Bonsall MB,Klug H"	http://www.ncbi.nlm.nih.gov/pubmed/21261769	1	Dangerous environments 'make parents more caring'	0	7	2	0	0	0	2	4	6	0	variation across environments/fittness of care	dangerous environments/parental care	No
15-11-003	Oxford        	The Effect of Treatment Expectation on Drug Efficacy: Imaging the Analgesic Benefit of the Opioid Remifentanil 	"Bingel U,Wanigasekera V,Wiech K,Ni Mhuircheartaigh R,Lee MC,Ploner M,Tracey I"	http://www.ncbi.nlm.nih.gov/pubmed/21325618	1	"The placebo effect: expecting the best, fearing the worst "	0	1	1	1	1	2	0	6	6	0	positive and negative expectancies of treatment outcome/analgesic effect of the m-opioid receptor agonist remifentanil	Poor/Positive Expectations/the effect of a potent pain-relieving drug	No
15-11-004	Oxford        	Do comprehensive schools reduce social mobility?	"Boliver V,Swift A"	http://www.ncbi.nlm.nih.gov/pubmed/21361903	0	"Comprehensive schools do not reduce social mobility, say researchers "	0	1	1	0	1	1	0	1	1	0	School System/Social Mobility	School System/Social Mobility (as measured by progress in terms of income and class)	No
15-11-005	Oxford        	Serotonergic Activity Influences the Cognitive Appraisal of Close Intimate Relationships in Healthy Adults	"Bilderbeck AC,McCabe C,Wakeley J,McGlone F,Harris T,Cowen PJ,Rogers RD"	http://www.ncbi.nlm.nih.gov/pubmed/21396628	1	Judging couples' chemistry influenced by serotonin 	0	1	1	0	0	0	0	6	6	0	"serotonin levels, controlled by amino-acid drink with or without l-tryptophan/Couples Appraisal Task"	Serotonin/judgements we make about the intimacy of other couples relationships	No
15-11-006	Oxford        	Delivery of siRNA to the mouse brain by systemic injection of targeted exosomes	"Alvarez-Erviti L,Seow Y,Yin H,Betts C,Lakhal S,Wood MJ"	http://www.ncbi.nlm.nih.gov/pubmed/21423189	1	New method delivers Alzheimer's drug to the brain	2	4	2	0	0	0	0	Not mentioned	Not mentioned	0	RNA delivery method/GAPDH and BACE1 silencing in Neuro2A and C2C12 cells	exosome delivery system/RNA delivery across the blood-brain-barrier	Unrelated
15-11-007	Oxford        	Strength of Social Tie Predicts Cooperative Investment in a Human Social Network	"Harrison F,Sciberras J,James R"	http://www.ncbi.nlm.nih.gov/pubmed/21479173	1	People willing to pay painful price for friendship	0	1	1	0	0	0	-4	6	2	0	"social network (closeness to people in the social network, evaluated by questionnaires)/amount of time spent performing a cross-country ski training exercise"	"social tie to a person (friend, colleague, relative)/amount of pain suffered"	No
